,id_,type_,latitude,longitude,geometry,aeroway,level,operator,ref,source,name,holding_position:type,length,surface,width,building,building:levels,layer,roof:levels,roof:shape,wheelchair,bridge,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,aerodrome,aerodrome:type,contact:website,ele,iata,icao,internet_access,internet_access:fee,internet_access:ssid,name:en,owner,rank_aci:2016,website,wikidata,wikipedia,highway,type
0,947039257,node,39.85887,-104.6702078,,gate,2,United,B49,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,947039265,node,39.8585764,-104.6793516,,gate,2,United,B16,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,947039284,node,39.8541805,-104.6744751,,gate,2,Icelandair,A39,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,947039295,node,39.8588747,-104.6722226,,gate,2,United,B41,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,947039299,node,39.853818,-104.6687407,,gate,1,,A63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,947039300,node,39.8588679,-104.669209,,gate,2,United,B53,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,947039309,node,39.8632452,-104.6750647,,gate,2,Southwest,C35,,C35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,947039330,node,39.8628861,-104.6718534,,gate,2,Southwest,C46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,947039339,node,39.8585092,-104.6730121,,gate,2,United,B38,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,947039341,node,39.8536733,-104.6770185,,gate,2,Frontier,A26,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,947039355,node,39.8588707,-104.6705505,,gate,2,United,B47,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,947039372,node,39.8585724,-104.6789795,,gate,2,United,B18,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,947039373,node,39.8632428,-104.6746475,,gate,2,Southwest,C37,,C37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,947039406,node,39.8540023,-104.6769833,,gate,2,Frontier,A29,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,947039426,node,39.8585045,-104.6708116,,gate,2,United,B46,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,947039431,node,39.8589006,-104.675519,,gate,2,United,B31,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,947039444,node,39.8588751,-104.672562,,gate,2,United,B39,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,947039465,node,39.8536331,-104.6730879,,gate,2,Frontier,A40,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,947039490,node,39.8628943,-104.67273,,gate,2,Delta,C42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,947039495,node,39.858501,-104.669216,,gate,2,United,B54,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,947039507,node,39.8585074,-104.6721542,,gate,2,United,B42,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,947039511,node,39.8536733,-104.6768471,,gate,2,Frontier,A28,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,947039529,node,39.858872,-104.6711199,,gate,2,United,B45,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,947039543,node,39.853628,-104.671157,,gate,2,,A48,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,947039547,node,39.8585702,-104.6787246,,gate,2,United,B20,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,947039550,node,39.8628898,-104.674971,,gate,2,Delta,C36,,C36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,947039565,node,39.8589085,-104.676615,,gate,2,United,B27,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,947039578,node,39.8585479,-104.6756942,,gate,2,United,B32,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,947039584,node,39.854002,-104.6770165,,gate,2,Frontier,A27a,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,947039598,node,39.8541441,-104.6746376,,gate,2,Icelandair,A37,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,947039604,node,39.8585037,-104.6704453,,gate,2,United,B48,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,947039611,node,39.8536652,-104.6757417,,gate,2,Frontier,A34,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,947039637,node,39.8536325,-104.6727193,,gate,2,Frontier,A42,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,947039657,node,39.8538499,-104.6698797,,gate,1,,A57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,947039670,node,39.8628934,-104.6729604,,gate,2,Delta,C40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,947039681,node,39.8585003,-104.668882,,gate,2,United,B56,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,947039687,node,39.8536728,-104.6767328,,gate,2,Frontier,A30,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,947039713,node,39.8536262,-104.6708355,,gate,2,,A50,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,947039715,node,39.8541014,-104.672718,,gate,2,Aeromexico/Air Canada/Icelandair/Lufthansa,"A41a,A41b",yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,947039720,node,39.8628918,-104.6754161,,gate,2,Southwest,C34,,C34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,947039728,node,39.8539635,-104.6705964,,gate,2,AirTran and Southwest,A53,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,947039731,node,39.8589118,-104.677079,,gate,2,United,B25,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,947039741,node,39.858544,-104.6749112,,gate,2,United,B36,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,947039769,node,39.8585027,-104.6700142,,gate,2,United,B50,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,947039770,node,39.8536636,-104.6754301,,gate,2,Frontier,A36,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,947039813,node,39.8536324,-104.6722819,,gate,2,Spirit,A44,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,947039825,node,39.854164,-104.6717964,,gate,2,American,A47,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,947039827,node,39.8589219,-104.678496,,gate,2,United,B19,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,947039834,node,39.8538504,-104.6700129,,gate,1,,A55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,947039869,node,39.8584984,-104.6684187,,gate,2,United,B58,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,947039894,node,39.853626,-104.6705881,,gate,2,Alaska,A52,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,947039898,node,39.8585602,-104.6773089,,gate,2,United,B24,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,947039899,node,39.8628891,-104.67453,,gate,2,Delta,C38,,C38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,947039906,node,39.8589156,-104.677615,,gate,2,United,B23,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,947039923,node,39.8632238,-104.6721509,,gate,2,Southwest,C45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,947039930,node,39.8585024,-104.669866,,gate,2,United,B52,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,947039931,node,39.8536628,-104.674965,,gate,2,Frontier,A38,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,947039932,node,39.8589286,-104.6762744,,gate,2,United,B29,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,947039945,node,39.8537432,-104.669877,,gate,1,,A56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,947039956,node,39.8632268,-104.672398,,gate,2,Southwest,C43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,947039970,node,39.858925,-104.678941,,gate,2,US Airways,B17,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,947040003,node,39.8584974,-104.6679854,,gate,2,United,B60,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,947040040,node,39.8585563,-104.6769366,,gate,2,United,B26,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,947040048,node,39.8632406,-104.6744925,,gate,2,Southwest,C39,,C39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,947040053,node,39.8539653,-104.6709433,,gate,2,American,A49,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,947040089,node,39.8632302,-104.6729541,,gate,2,Southwest,C41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,947040133,node,39.8589276,-104.679287,,gate,2,US Airways,B15,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,947040149,node,39.8585223,-104.6762771,,gate,2,United,B28,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,947040163,node,39.8539985,-104.6765004,,gate,2,Frontier,A31,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,947040178,node,39.8536719,-104.67642,,gate,2,Frontier,A32,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,947040181,node,39.8588949,-104.674706,,gate,2,United,B35,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,947040191,node,39.8588674,-104.6689799,,gate,2,United,B55,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,947040214,node,39.8538464,-104.6693822,,gate,1,,A59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,947040224,node,39.8628934,-104.672304,,gate,2,Delta,C44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1737287741,node,39.8737541,-104.694718,,holding_position,,,,,D6@16R/34L,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1942920860,node,39.8632194,-104.6717237,,gate,2,Southwest,C47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2412783504,node,39.8577441,-104.6656436,,gate,1,United,B94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2412783505,node,39.8579052,-104.6665417,,gate,1,United,B85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2412783507,node,39.8579013,-104.6662073,,gate,1,United,B87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2412783508,node,39.8578973,-104.6657366,,gate,1,United,B91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2412783510,node,39.8578988,-104.6658568,,gate,1,United,B89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2412783515,node,39.857908,-104.6669009,,gate,1,United,B83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2412783518,node,39.8579443,-104.6656025,,gate,1,United,B93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2412783521,node,39.8579109,-104.6672272,,gate,1,United,B81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2412783522,node,39.857827,-104.6656946,,gate,1,United,B95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2412787422,node,39.8577571,-104.6673675,,gate,1,United,B82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2412787424,node,39.8536261,-104.6690265,,gate,1,,A60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2412787426,node,39.8577541,-104.666699,,gate,1,United,B86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2412787427,node,39.8536253,-104.668935,,gate,1,,A62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2412787429,node,39.857757,-104.6670067,,gate,1,United,B84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2412787430,node,39.8577527,-104.666343,,gate,1,United,B88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2412787437,node,39.8537382,-104.668741,,gate,1,,A65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2412787441,node,39.8536889,-104.6688415,,gate,1,,A64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2412787443,node,39.8577523,-104.6660103,,gate,1,United,B90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2412802666,node,39.8632482,-104.6755203,,gate,2,Southwest,C33,,C33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2412802667,node,39.8628924,-104.6756368,,gate,2,Southwest,C32,,C32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2412802669,node,39.8632536,-104.6762738,,gate,2,Southwest,C31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2412802673,node,39.8628798,-104.6710984,,gate,2,Southwest,C48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2412802678,node,39.8629167,-104.6763099,,gate,2,Southwest,C30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4147199769,node,39.8489768,-104.661514,,holding_position,,,,,M6@17R/35L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4147223697,node,39.8858826,-104.685739,,holding_position,,,,,F8@16L/34R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,4147235892,node,39.841664,-104.696759,,holding_position,,,,,B4@07/25,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,4147248748,node,39.841794,-104.71608,,holding_position,,,,,B7@07/25,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,4147385499,node,39.8665315,-104.694804,,holding_position,,,,,D5@16R/34L,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,4147584980,node,39.8632282,-104.6766757,,gate,2,,C29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,4147584983,node,39.862956,-104.6777159,,gate,2,,C24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,4147584986,node,39.8632316,-104.6772443,,gate,2,,C27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,4147584987,node,39.8631887,-104.677772,,gate,2,,C23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,4147584988,node,39.8632322,-104.6777209,,gate,2,,C25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,4147585789,node,39.862941,-104.6766748,,gate,2,,C28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,4147585790,node,39.8629468,-104.6774797,,gate,2,,C26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,4497767765,node,39.8364891,-104.661643,,holding_position,,,,,M4@17R/35L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5031758933,node,39.8888656,-104.685708,,holding_position,,,,,F9@16L/34R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5965271806,node,39.853846,-104.6692705,,gate,1,,A61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5965271810,node,39.8537154,-104.6688414,,gate,1,Boutique,A66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5965283629,node,39.8541467,-104.667868,,gate,1,,A78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5965301799,node,39.8543695,-104.6680051,,gate,1,,A81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5965301800,node,39.8543698,-104.6684673,,gate,1,,A79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5965301801,node,39.8543699,-104.6686429,,gate,1,,A77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5965301802,node,39.8543703,-104.6692946,,gate,1,,A75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5965301803,node,39.8543703,-104.669369,,gate,1,,A73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,5965301804,node,39.8543703,-104.669427,,gate,1,,A71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6235149048,node,39.8520056,-104.695426,,holding_position,,,,,WA@16R/34L,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6235149051,node,39.8529034,-104.695408,,holding_position,,,,,D2@16R/34L,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6235149054,node,39.8559906,-104.695373,,holding_position,,,,,D3@16R/34L,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6235149057,node,39.8603749,-104.695322,,holding_position,,,,,WB@16R/34L,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6235149060,node,39.8659351,-104.694815,,holding_position,,,,,D5@16R/34L,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6235149063,node,39.8743721,-104.694698,,holding_position,,,,,D6@16R/34L,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6235149066,node,39.875034,-104.695153,,holding_position,,,,,WC@16R/34L,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6235149069,node,39.8763119,-104.694685,,holding_position,,,,,D8@16R/34L,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6235149070,node,39.8757118,-104.694699,,holding_position,,,,,D6@16R/34L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6235149073,node,39.8835294,-104.694598,,holding_position,,,,,D6@16R/34L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6235149074,node,39.8841523,-104.694588,,holding_position,,,,,D9@16R/34L,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6235149077,node,39.8847023,-104.695044,,holding_position,,,,,WD@16R/35L,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6235149080,node,39.8916656,-104.694953,,holding_position,,,,,D11@16R/34L,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6235149083,node,39.8947522,-104.694927,,holding_position,,,,,D12@16R/34L,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6235149086,node,39.8956435,-104.694914,,holding_position,,,,,WE@16R/34L,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6235149089,node,39.8956376,-104.68901,,holding_position,,,,,WE@16L/34R,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6235149092,node,39.8846555,-104.688156,,holding_position,,,,,WD@16L/34R,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6235149095,node,39.874987,-104.688269,,holding_position,,,,,WC@16L/34R,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6235149097,node,39.8603391,-104.689729,,holding_position,,,WB@D5,,,intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,6235149099,node,39.8642689,-104.685983,,holding_position,,,,,F1@16L/34R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,6235149102,node,39.8654099,-104.685991,,holding_position,,,,,F2@16L/34R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,6235149105,node,39.8682282,-104.6859595,,holding_position,,,,,F3@16L/34R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,6235149108,node,39.8724697,-104.685927,,holding_position,,,,,F4@16L/34R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,6235149109,node,39.8724795,-104.685905,,holding_position,,,,,F4@16L/34R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,6235149112,node,39.8749705,-104.685883,,holding_position,,,,,WC@16L/34R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,6235149115,node,39.876574,-104.685872,,holding_position,,,,,F6@16L/34R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,6235149116,node,39.8765795,-104.685859,,holding_position,,,,,F6@16L/34R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,6235149123,node,39.8929423,-104.685669,,holding_position,,,,,F10@16L/34R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,6235149126,node,39.8956114,-104.685641,,holding_position,,,,,WE@16L/34R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,6235149129,node,39.8969183,-104.685625,,holding_position,,,,,F12@16L/34R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,6235149132,node,39.8415908,-104.684162,,holding_position,,,,,G@07/25,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,6235149135,node,39.8415988,-104.685323,,holding_position,,,,,B2@07/25,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,6235149138,node,39.8416261,-104.689272,,holding_position,,,,,B3@07/25,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,6235149145,node,39.8418419,-104.721322,,holding_position,,,,,B8@07/25,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,6235149148,node,39.8418704,-104.725367,,holding_position,,,,,B9@07/25,runway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,6235149151,node,39.8610513,-104.6613585,,holding_position,,,,,M10@17R/35L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,6235149154,node,39.8601442,-104.661371,,holding_position,,,,,M9@17R/35L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,6235149157,node,39.8567633,-104.661411,,holding_position,,,,,EC@17R/35L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,6235149160,node,39.852793,-104.661463,,holding_position,,,,,M7@17R/35L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,6235149161,node,39.8527858,-104.66148,,holding_position,,,,,M7@17R/35L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,6235149166,node,39.8406093,-104.661608,,holding_position,,,,,M5@17R/35L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,6235149167,node,39.8406046,-104.661598,,holding_position,,,,,M5@17R/35L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,6235149172,node,39.8322607,-104.661708,,holding_position,,,,,EA@17R/35L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,6235149175,node,39.8293096,-104.661743,,holding_position,,,,,M2@17R/35L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,6235149178,node,39.8284175,-104.66175,,holding_position,,,,,A@17R/35L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,6235149181,node,39.8322462,-104.659322,,holding_position,,,,,EA@17R/35L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,6235149287,node,39.8648614,-104.642508,,holding_position,,,,,ED@17L/35R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,6235149290,node,39.8639629,-104.64252,,holding_position,,,,,P9@17L/35R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,6235149293,node,39.8608438,-104.642555,,holding_position,,,,,P8@17L/35R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,6235149296,node,39.8564892,-104.642623,,holding_position,,,,,P7@17L/35R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,6235149297,node,39.8564941,-104.642611,,holding_position,,,,,P7@17L/35R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,6235149300,node,39.8526868,-104.642663,,holding_position,,,,,P6@17L/35R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,6235149301,node,39.8526821,-104.642673,,holding_position,,,,,P6@17L/35R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,6235149304,node,39.8402006,-104.642825,,holding_position,,,,,P4@17L/35R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,6235149305,node,39.840194,-104.64281,,holding_position,,,,,P4@17L/35R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,6235149308,node,39.8361441,-104.642861,,holding_position,,,,,P3@17L/35R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,6235149311,node,39.8330241,-104.642898,,holding_position,,,,,P2@17L/35R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,6235149314,node,39.8321333,-104.642913,,holding_position,,,,,EA@17L/35R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,6235149317,node,39.8763299,-104.619641,,holding_position,,,,,R1@08/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,6235149320,node,39.8763381,-104.620798,,holding_position,,,,,R2@08/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,6235149323,node,39.8763662,-104.624852,,holding_position,,,,,R3@08/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,6235149326,node,39.8764057,-104.630103,,holding_position,,,,,R4@08/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,6235149327,node,39.8764014,-104.630106,,holding_position,,,,,R4@08/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,6235149330,node,39.876526,-104.646318,,holding_position,,,,,R6@08/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,6235149331,node,39.8765159,-104.64631,,holding_position,,,,,R6@08/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,6235149334,node,39.8765667,-104.65166,,holding_position,,,,,R7@08/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,6235149335,node,39.8765571,-104.651653,,holding_position,,,,,R7@08/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,6235149338,node,39.8766024,-104.656911,,holding_position,,,,,R8@08/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,6235149344,node,39.8766358,-104.662123,,holding_position,,,,,M@08/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
