,id_,type_,latitude,longitude,geometry,aeroway,level,operator,ref,source,name,holding_position:type,length,surface,width,building,building:levels,layer,roof:levels,roof:shape,wheelchair,bridge,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,aerodrome,aerodrome:type,contact:website,ele,iata,icao,internet_access,internet_access:fee,internet_access:ssid,name:en,owner,rank_aci:2016,website,wikidata,wikipedia,highway,type
607,20199118,way,39.842408743965734,-104.72112251892374,"LINESTRING (-104.7208198 39.8425565, -104.7209298 39.8425379, -104.7210439 39.8425003, -104.7211283 39.8424596, -104.7212114 39.8423896, -104.7212826 39.8422944, -104.7213182 39.8421445)",taxiway,,,,FAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,20199121,way,39.8415090310609,-104.71492337354786,"LINESTRING (-104.7183682 39.8425399, -104.7180316 39.8425086, -104.7177366 39.8424551, -104.7174094 39.842381, -104.7171083 39.8422619, -104.71608 39.841794, -104.7152958 39.8414377, -104.7149203 39.8413142, -104.7144482 39.8411741, -104.7139654 39.841067, -104.7134384 39.8409871, -104.7127906 39.8409105, -104.7113946 39.8408431)",taxiway,,,B7,FAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,20199122,way,39.84221281287076,-104.68925922359978,"LINESTRING (-104.6887487 39.8423382, -104.6888842 39.8423211, -104.6890049 39.8422841, -104.6890907 39.8422346, -104.6891658 39.8421708, -104.6892302 39.8420781, -104.6892678 39.8419751, -104.6892946 39.8420555, -104.6893375 39.8421275, -104.6893965 39.8421955, -104.6894743 39.8422532, -104.6895548 39.8422964, -104.6896406 39.8423273, -104.6897625 39.8423451)",taxiway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,20199123,way,39.842182063215894,-104.68551558539293,"LINESTRING (-104.6857956 39.8423181, -104.6856453 39.8422866, -104.6855315 39.8422367, -104.6854671 39.8421893, -104.6854039 39.8421219, -104.6853491 39.8420493, -104.6853222 39.8419463)",taxiway,,,,FAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,81294907,way,39.86305392864528,-104.67208168951433,"POLYGON ((-104.6777729 39.8632298, -104.6777209 39.8632322, -104.6772443 39.8632316, -104.6766757 39.8632282, -104.6763989 39.8632256, -104.6763958 39.8632539, -104.6762738 39.8632536, -104.6762429 39.8632538, -104.6762351 39.8632918, -104.676129 39.8632886, -104.6760064 39.8632903, -104.6757203 39.8632851, -104.6757158 39.8632483, -104.6755203 39.8632482, -104.6750647 39.8632452, -104.6746475 39.8632428, -104.6744925 39.8632406, -104.6743377 39.8632382, -104.6743397 39.863341, -104.6742427 39.8633415, -104.6742427 39.8633247, -104.6741035 39.8633242, -104.6737726 39.8635785, -104.6735885 39.8635761, -104.6732712 39.8633023, -104.673147 39.8633046, -104.6731472 39.8633182, -104.673025 39.8633177, -104.6730254 39.8632325, -104.6729541 39.8632302, -104.672398 39.8632268, -104.6721509 39.8632238, -104.6717237 39.8632194, -104.6716558 39.8632203, -104.6716596 39.8632628, -104.6715449 39.8632622, -104.6715441 39.863248, -104.6713392 39.8632476, -104.6711303 39.8632454, -104.6711025 39.8632452, -104.6711043 39.8632166, -104.6710229 39.8632175, -104.6710259 39.863238, -104.670863 39.863237, -104.6704609 39.8632346, -104.669911 39.8632313, -104.6698838 39.8632318, -104.6698849 39.8632521, -104.6692935 39.8632534, -104.6692906 39.8632303, -104.669254 39.863231, -104.6687329 39.863225, -104.668224 39.863225, -104.6679397 39.8632214, -104.6679371 39.8632406, -104.6678452 39.8632384, -104.6673442 39.8632372, -104.6673448 39.8632138, -104.6672946 39.863215, -104.6667947 39.8632118, -104.66652 39.8632128, -104.6665099 39.8632012, -104.6665103 39.8631836, -104.6665107 39.8631086, -104.6664224 39.8631078, -104.6664223 39.8630871, -104.6664266 39.8629118, -104.666427 39.8628961, -104.6665238 39.8628957, -104.666524 39.8628298, -104.6667206 39.8628308, -104.6670535 39.8628351, -104.6673132 39.8628386, -104.6673133 39.8628144, -104.6679603 39.8628194, -104.6679591 39.8628371, -104.668023 39.8628384, -104.668248 39.8628384, -104.668765 39.8628435, -104.6691093 39.8628421, -104.6692735 39.8628511, -104.6692748 39.8628414, -104.6699306 39.8628467, -104.6699296 39.8628564, -104.669987 39.8628564, -104.67044 39.862859, -104.6708564 39.8628623, -104.6710257 39.8628636, -104.671025 39.8628795, -104.6710984 39.8628798, -104.6711417 39.8628804, -104.6711355 39.8628334, -104.6712533 39.8628365, -104.6712548 39.8628541, -104.6713419 39.8628549, -104.671553 39.8628578, -104.6715536 39.8628399, -104.671667 39.8628415, -104.6716694 39.8628822, -104.6718534 39.8628861, -104.672304 39.8628934, -104.67273 39.8628943, -104.6729604 39.8628934, -104.6730387 39.8628938, -104.6730377 39.8627918, -104.6731504 39.8627927, -104.6731516 39.8628071, -104.6732783 39.8628031, -104.6734126 39.8626946, -104.6734169 39.8626187, -104.6735177 39.8626187, -104.6735964 39.8625544, -104.673813 39.8625576, -104.6738694 39.8626173, -104.6739645 39.8626162, -104.6739642 39.862699, -104.6741112 39.8628187, -104.6742374 39.8628184, -104.6742388 39.8627954, -104.6743442 39.8627938, -104.6743452 39.862891, -104.67453 39.8628891, -104.674971 39.8628898, -104.6754161 39.8628918, -104.6756368 39.8628924, -104.675686 39.8628919, -104.6756862 39.8628588, -104.676017 39.8628596, -104.6762539 39.8628613, -104.6762543 39.862917, -104.6763099 39.8629167, -104.6763981 39.8629175, -104.6764022 39.8629402, -104.6766748 39.862941, -104.6774797 39.8629468, -104.6777159 39.862956, -104.6777704 39.8629581, -104.677772 39.8631887, -104.6777729 39.8632298))",terminal,,City of Denver,,yahoo_wms,Concourse C,,,,,transportation,2,1,0,flat,,,,,,,,,,,,,,,,,,,,,,,,
612,81294912,way,39.85673701493518,-104.68491396705963,"LINESTRING (-104.6851414 39.8564863, -104.6851157 39.856577, -104.6850781 39.8566449, -104.6850299 39.8566985, -104.6849735 39.8567396, -104.6848877 39.8567932, -104.6847965 39.8568302, -104.684699 39.8568614, -104.6845939 39.8568712)",taxiway,,,,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,81294913,way,39.85283916884557,-104.67299193422947,"LINESTRING (-104.661418 39.8527304, -104.66148 39.8527858, -104.6615447 39.8528419, -104.66166 39.8528954, -104.6617593 39.852916, -104.6618531 39.8529263, -104.6618922 39.8529262, -104.6624034 39.8529245, -104.6629168 39.8529286, -104.6630375 39.8529295, -104.6635623 39.8529337, -104.6640675 39.8529377, -104.6642375 39.852939, -104.664431 39.8529405, -104.6645502 39.8529414, -104.665177 39.8529464, -104.665277 39.8529334, -104.6653665 39.8529044, -104.6654528 39.8528647, -104.6655235 39.8528201, -104.665601 39.8527794, -104.6656871 39.8527446, -104.6657809 39.8527238, -104.6658772 39.8527141, -104.6664011 39.8527286, -104.6667128 39.8527303, -104.6672959 39.8527363, -104.6673922 39.8527344, -104.681297 39.8528233, -104.6813923 39.8528327, -104.6814651 39.8528513, -104.681543 39.8528842, -104.6816143 39.8529224, -104.6817662 39.8530118, -104.6818486 39.8530429, -104.6819479 39.8530605, -104.68204 39.8530662, -104.6825768 39.8530694, -104.6835049 39.853075, -104.6840305 39.8530782, -104.6846141 39.8530828)",taxiway,,,AS,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,81294915,way,39.85385058490522,-104.67469690742058,"POLYGON ((-104.6770165 39.854002, -104.6769833 39.8540023, -104.676856 39.8540018, -104.6765004 39.8539985, -104.6763266 39.8539994, -104.6763264 39.8540269, -104.67612 39.8540261, -104.6757947 39.8540248, -104.6757948 39.8539976, -104.6754345 39.8539963, -104.6754343 39.8540363, -104.675433 39.8541624, -104.6754143 39.8541623, -104.6752764 39.8541623, -104.675242 39.8541618, -104.6752431 39.854034, -104.6752434 39.8539904, -104.674837 39.853989, -104.6746368 39.8539883, -104.6746376 39.8541441, -104.6746356 39.854181, -104.6744751 39.8541805, -104.6744757 39.8540668, -104.6741758 39.8540657, -104.6738508 39.8543251, -104.6736788 39.8543233, -104.673341 39.8540639, -104.6731161 39.8540634, -104.6731165 39.85396, -104.672934 39.8539596, -104.6727186 39.8539591, -104.6727183 39.8540209, -104.672718 39.8541014, -104.6727178 39.8541481, -104.6726003 39.8541479, -104.672573 39.8541478, -104.6725742 39.8540208, -104.6725744 39.8539675, -104.6719528 39.853966, -104.6719526 39.8540204, -104.671952 39.8541344, -104.671952 39.8541625, -104.6717964 39.854164, -104.6717466 39.854162, -104.6717472 39.8540255, -104.6717473 39.8539945, -104.671451 39.8539938, -104.6712217 39.8539933, -104.6712218 39.8539654, -104.6709433 39.8539653, -104.6707448 39.8539645, -104.670733 39.8539643, -104.6707339 39.8539995, -104.6706097 39.8541043, -104.6699031 39.8541047, -104.6697458 39.8543018, -104.6696672 39.8542999, -104.6696671 39.8543705, -104.669427 39.8543703, -104.669369 39.8543703, -104.6692946 39.8543703, -104.6686429 39.8543699, -104.6684673 39.8543698, -104.6680051 39.8543695, -104.667819 39.8543694, -104.6676536 39.8543693, -104.667653 39.8543582, -104.667653 39.8543117, -104.667653 39.8542541, -104.6676538 39.8541466, -104.667868 39.8541467, -104.6678925 39.8541467, -104.6678924 39.8542303, -104.668103 39.8542304, -104.6681032 39.8541493, -104.6684366 39.8541497, -104.6684364 39.8542333, -104.6686543 39.8542336, -104.6686545 39.8541533, -104.6687533 39.8541534, -104.6687531 39.8542369, -104.6691847 39.8542375, -104.669185 39.8541545, -104.6696712 39.8541553, -104.6696709 39.8542417, -104.6697 39.8542436, -104.669853 39.8540471, -104.670588 39.8540436, -104.6706532 39.8540093, -104.6706533 39.8539647, -104.6705964 39.8539635, -104.6704874 39.8539641, -104.670488 39.8538749, -104.6704077 39.8538746, -104.6704081 39.8538192, -104.6700131 39.8538177, -104.6700129 39.8538504, -104.6698797 39.8538499, -104.6698799 39.8538194, -104.6693824 39.8538176, -104.6693822 39.8538464, -104.6692705 39.853846, -104.6692706 39.8538234, -104.6692277 39.8538233, -104.6692276 39.8538475, -104.6687827 39.8538462, -104.6687829 39.8538181, -104.6687407 39.853818, -104.668741 39.8537382, -104.6688413 39.8537384, -104.6688414 39.8537154, -104.6688415 39.8536889, -104.6688417 39.8536251, -104.668935 39.8536253, -104.6690265 39.8536261, -104.6692882 39.853626, -104.6692879 39.8537347, -104.669343 39.8537348, -104.66937 39.8537348, -104.6693706 39.8537686, -104.6698778 39.8537695, -104.669877 39.8537432, -104.670003 39.8537434, -104.6700038 39.8537707, -104.6704151 39.8537714, -104.6704152 39.853729, -104.6705165 39.8537292, -104.6705157 39.8536875, -104.6705168 39.8536268, -104.6705881 39.853626, -104.6708355 39.8536262, -104.671157 39.853628, -104.6712187 39.8536282, -104.6712188 39.8535867, -104.671451 39.8535873, -104.6717673 39.8535855, -104.6718009 39.8536303, -104.6718373 39.8536303, -104.6722819 39.8536324, -104.6727193 39.8536325, -104.672939 39.8536331, -104.6730879 39.8536331, -104.6731428 39.8536336, -104.6731423 39.8535589, -104.6732439 39.8535597, -104.6732461 39.8535116, -104.673472 39.8533514, -104.6734338 39.8533198, -104.6736788 39.8531488, -104.6736772 39.8531307, -104.6736776 39.8531166, -104.6736564 39.8531165, -104.673656 39.8530772, -104.673763 39.8530776, -104.6737697 39.8530777, -104.6737754 39.8530777, -104.6739921 39.8530787, -104.673992 39.8531188, -104.6739597 39.8531195, -104.6739599 39.8531328, -104.6739603 39.8531506, -104.6742003 39.853347, -104.6741635 39.8533738, -104.674358 39.8535279, -104.6743581 39.8535758, -104.6744573 39.8535743, -104.674454 39.8536619, -104.674661 39.8536623, -104.674965 39.8536628, -104.6754301 39.8536636, -104.6757417 39.8536652, -104.6758264 39.8536643, -104.6758266 39.8536256, -104.676117 39.8536262, -104.6763155 39.8536267, -104.6763153 39.8536716, -104.67642 39.8536719, -104.6767328 39.8536728, -104.6768471 39.8536733, -104.6770185 39.8536733, -104.677054 39.8536736, -104.678449 39.8536774, -104.6790221 39.853679, -104.6794768 39.85368, -104.680243 39.8536823, -104.6805306 39.8536831, -104.680954 39.8536843, -104.6810443 39.8536845, -104.6810426 39.8540519, -104.6808089 39.8540518, -104.6806794 39.8540508, -104.6806792 39.8540797, -104.6804152 39.8540788, -104.6804155 39.8540349, -104.680381 39.8540348, -104.6803248 39.8540344, -104.6802892 39.8540344, -104.6802891 39.8540516, -104.6801508 39.8540509, -104.6801505 39.8540823, -104.6796335 39.8540792, -104.6796339 39.8540473, -104.6796115 39.8540477, -104.6795362 39.8540467, -104.6795359 39.8540669, -104.6793122 39.8540652, -104.6793128 39.8540182, -104.6792717 39.8540177, -104.6792175 39.8540178, -104.6787041 39.8540145, -104.6786518 39.8540128, -104.6786512 39.8540543, -104.6784401 39.8540525, -104.6784417 39.8539391, -104.6783678 39.8539385, -104.6783665 39.8540341, -104.6783565 39.854034, -104.6783053 39.8540336, -104.678259 39.8540332, -104.6782584 39.8540705, -104.6777293 39.8540661, -104.6777297 39.8540398, -104.6776115 39.8540389, -104.6776118 39.8540138, -104.6774533 39.8540127, -104.6774528 39.8540534, -104.677173 39.8540516, -104.6771734 39.8540157, -104.6770596 39.854015, -104.6770598 39.8540027, -104.6770165 39.854002))",terminal,,,,yahoo_wms,Concourse A,,,,,yes,,1,,,yes,,,,,,,,,,,,,,,,,,,,,,,
615,81294919,way,39.880602383641985,-104.68457646117085,"LINESTRING (-104.684867 39.880324, -104.6848205 39.880449, -104.6847669 39.8805313, -104.6846811 39.8806013, -104.6845885 39.8806534, -104.6844611 39.8806919, -104.6842304 39.8807289, -104.6841804 39.880736)",taxiway,,,,FAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,81294921,way,39.86553868103058,-104.6841141541033,"LINESTRING (-104.6838854 39.8658008, -104.6839046 39.8657294, -104.6839204 39.8656912, -104.6839412 39.8656534, -104.6839627 39.8656218, -104.6839875 39.8655938, -104.6840164 39.8655641, -104.684049 39.8655368, -104.6840953 39.8655033, -104.6841499 39.8654722, -104.6841976 39.8654516, -104.6842478 39.8654334, -104.6842871 39.8654207, -104.6843284 39.865413, -104.68438 39.8654052, -104.6844404 39.8653999)",taxiway,,,,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,81294922,way,39.880537133742486,-104.67903464392867,"POLYGON ((-104.6803342 39.8806092, -104.6803329 39.8806573, -104.6803284 39.8808729, -104.6803262 39.8809699, -104.6794155 39.8809658, -104.6794064 39.8812202, -104.6782334 39.8812125, -104.6780081 39.881211, -104.6778301 39.8812098, -104.6778332 39.8808555, -104.6778454 39.879934, -104.680346 39.8799484, -104.680346 39.8799796, -104.6803469 39.8799967, -104.6803463 39.8800112, -104.6803468 39.8800413, -104.6803499 39.880157, -104.6804082 39.8802704, -104.6804076 39.8802959, -104.6804059 39.880461, -104.6803958 39.8804803, -104.6803342 39.8806092))",apron,,,Frontier Apron,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,81294926,way,39.871122640912745,-104.66490232583482,"LINESTRING (-104.6643646 39.8709729, -104.6645031 39.8710029, -104.6645943 39.8710358, -104.6646935 39.8710852, -104.6647847 39.8711593, -104.664833 39.8712231, -104.6648732 39.8713034, -104.6648947 39.8713816, -104.6649188 39.8713034, -104.6649564 39.8712314, -104.6650127 39.8711634, -104.6650717 39.8711099, -104.6651468 39.8710626, -104.665246 39.8710193, -104.6653614 39.8709926, -104.6654456 39.8709822)",taxiway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,81294928,way,39.8711487036898,-104.6674190071464,"LINESTRING (-104.6668914 39.8709946, -104.6670324 39.8710214, -104.6671209 39.8710482, -104.6671933 39.8710914, -104.6672765 39.8711531, -104.6673446 39.8712251, -104.6673998 39.8713178, -104.667424 39.8714166, -104.6674454 39.8713178, -104.6674857 39.8712417, -104.6675581 39.8711593, -104.6676359 39.8710935, -104.6677378 39.8710482, -104.6678408 39.8710151, -104.6679454 39.8710018)",taxiway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,81412877,way,39.83894084095367,-104.66466123530357,"POLYGON ((-104.6645755 39.8399494, -104.6641151 39.8399452, -104.6640389 39.8399668, -104.6639669 39.8400013, -104.6638817 39.8400703, -104.6635983 39.8400234, -104.6633766 39.839984, -104.6634823 39.8398722, -104.6635216 39.8396623, -104.6635917 39.8392553, -104.6636098 39.8388849, -104.6636314 39.8380181, -104.6644151 39.8380162, -104.6645998 39.8380157, -104.6646004 39.8376467, -104.6656999 39.8376503, -104.665694 39.8384792, -104.6655374 39.8384748, -104.6655295 39.8393298, -104.6656908 39.839331, -104.6656826 39.8399712, -104.6656838 39.8400977, -104.6645731 39.8400952, -104.6645755 39.8399494))",apron,,,GA Ramp,yahoo_wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,81412892,way,39.87418651889566,-104.66028556583157,"POLYGON ((-104.6615844 39.8737361, -104.6615804 39.8738993, -104.661576 39.8745609, -104.6586796 39.8745482, -104.6592671 39.8737955, -104.6606805 39.8738077, -104.6615844 39.8737361))",apron,,,"De-Ice ""E"" Pad",,"De-Ice ""E"" Pad",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,81412896,way,39.829266540891226,-104.67108028646022,"LINESTRING (-104.6705365 39.829372, -104.6706748 39.8293517, -104.6707982 39.8293146, -104.6709216 39.8292322, -104.6710128 39.8291333, -104.6710783 39.8290116, -104.6711201 39.8291375, -104.671222 39.8292569, -104.6713346 39.8293476, -104.6716026 39.8294907)",taxiway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,81412901,way,39.82750424796981,-104.6646730054188,"POLYGON ((-104.665542 39.8284438, -104.6649493 39.8284398, -104.6646195 39.8284375, -104.6646238 39.8279179, -104.6640721 39.8279179, -104.6636662 39.8279179, -104.663673 39.8269105, -104.6636741 39.8267405, -104.6640704 39.8267471, -104.6649178 39.8267516, -104.6650495 39.8267665, -104.6651848 39.8268102, -104.6652939 39.8268687, -104.6653828 39.8269384, -104.6654559 39.8270127, -104.6655159 39.8271078, -104.6655551 39.8272109, -104.6655506 39.8273041, -104.665542 39.8284438))",apron,,,De-Ice Pad,,Cargo De-Ice Pad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,81468339,way,39.85191420143484,-104.67379093616431,"POLYGON ((-104.6745062 39.8520883, -104.6739995 39.8520859, -104.6739998 39.8520506, -104.6738666 39.85205, -104.6737887 39.8520492, -104.6737836 39.8520492, -104.6737746 39.8520492, -104.6737148 39.8520489, -104.6736934 39.8520487, -104.6735638 39.8520475, -104.6735632 39.8520861, -104.6730592 39.8520815, -104.6730646 39.8517657, -104.6736652 39.8517478, -104.6739018 39.8517494, -104.6745089 39.8517523, -104.6745079 39.8517878, -104.6745071 39.8518942, -104.6745065 39.8520486, -104.6745062 39.8520883))",terminal,,,,yahoo_wms,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,81468348,way,39.873919077072536,-104.6621693558248,"LINESTRING (-104.6615804 39.8738993, -104.6616725 39.8739051, -104.6621556 39.8739226, -104.6627586 39.8739291)",taxiway,,,ZN,FAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,81468355,way,39.85169365,-104.6737841,"POLYGON ((-104.6739018 39.8517494, -104.6736652 39.8517478, -104.6736664 39.8516379, -104.673903 39.8516395, -104.6739018 39.8517494))",terminal,,,,yahoo_wms,,,,,,yes,,1,,,,yes,,,,,,,,,,,,,,,,,,,,,,
627,81468362,way,39.85069321428665,-104.68838167173861,"POLYGON ((-104.6900073 39.8505432, -104.6900278 39.8514299, -104.689739 39.8514358, -104.6894592 39.8514415, -104.6891906 39.851447, -104.6886403 39.8514582, -104.6885402 39.8514603, -104.6883732 39.8514637, -104.6881139 39.851469, -104.6875547 39.8514805, -104.6872897 39.8514859, -104.6870214 39.8514914, -104.6867083 39.8514978, -104.6866748 39.8505941, -104.6866276 39.8505896, -104.6869172 39.8503364, -104.6870372 39.8502316, -104.6871386 39.8501432, -104.6871769 39.8501105, -104.687275 39.8500249, -104.6875174 39.8498147, -104.6875728 39.8498312, -104.6876211 39.8498303, -104.689023 39.849804, -104.6891644 39.8498088, -104.6892837 39.8498238, -104.6894141 39.8498582, -104.6895312 39.8499009, -104.6896376 39.8499534, -104.6897178 39.8500025, -104.6898069 39.8500808, -104.6898822 39.8501639, -104.6899448 39.8502586, -104.6899783 39.8503544, -104.6899967 39.850458, -104.6900073 39.8505432))",apron,,,"De-Ice ""WA"" Pad",FAA,"De-Ice ""WA"" Pad",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,161767499,way,39.874833689757864,-104.68513761000392,"LINESTRING (-104.684941 39.8745852, -104.6849587 39.8746542, -104.6849828 39.8747192, -104.6850213 39.8747783, -104.6850776 39.8748352, -104.68515 39.8748853, -104.6852135 39.8749206, -104.6852831 39.8749463, -104.6853458 39.8749633, -104.6854288 39.8749674)",taxiway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,161767502,way,39.87488291180416,-104.69396151470087,"LINESTRING (-104.6942084 39.8746224, -104.6941827 39.8746885, -104.6941494 39.8747496, -104.6941051 39.8748078, -104.6940513 39.8748652, -104.6939813 39.8749181, -104.693907 39.8749579, -104.6938182 39.8749901, -104.6937326 39.875013, -104.6936278 39.8750239)",taxiway,,,,FAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,161767503,way,39.875182604160635,-104.69397300070955,"LINESTRING (-104.6936278 39.8750239, -104.6937353 39.8750384, -104.6938252 39.8750579, -104.6939035 39.8750895, -104.6939762 39.8751258, -104.6940397 39.8751748, -104.6940959 39.8752273, -104.6941375 39.8752847, -104.6941675 39.8753484, -104.6941875 39.8754111, -104.6941986 39.8754776)",taxiway,,,,FAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,161767506,way,39.87508430798904,-104.69434586732466,"LINESTRING (-104.6945562 39.8755179, -104.6944828 39.8754067, -104.6944407 39.8753319, -104.6944018 39.8752583, -104.6943623 39.8751729, -104.6943312 39.8751076, -104.6942991 39.8750285, -104.6942806 39.8749614, -104.6942641 39.8748997, -104.6942448 39.8748188, -104.6942292 39.8747446, -104.6942084 39.8746224)",taxiway,,,,FAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,161767507,way,39.874888018338666,-104.69444066020294,"LINESTRING (-104.6947695 39.8750317, -104.6946717 39.875019, -104.6945811 39.8749976, -104.6944973 39.8749668, -104.6944271 39.8749302, -104.6943623 39.8748803, -104.6943286 39.8748486, -104.6942872 39.8747958, -104.6942535 39.8747456, -104.6942249 39.8746859, -104.6942084 39.8746224)",taxiway,,,,FAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,161767509,way,39.87518479779195,-104.69442397873935,"LINESTRING (-104.6941986 39.8754776, -104.6942127 39.8753929, -104.6942358 39.8753255, -104.6942771 39.8752596, -104.6943231 39.8752077, -104.6943623 39.8751729, -104.6944269 39.8751267, -104.6944973 39.8750899, -104.694575 39.8750609, -104.6946639 39.8750399, -104.6947695 39.8750317)",taxiway,,,,FAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,161767511,way,39.875008812095544,-104.69433164777675,"LINESTRING (-104.6941986 39.8754776, -104.6942094 39.8753854, -104.6942233 39.8753032, -104.6942402 39.8752265, -104.6942609 39.8751482, -104.6942787 39.8750913, -104.6942991 39.8750285, -104.6943261 39.8749537, -104.6943623 39.8748803, -104.6944025 39.8747994, -104.6944458 39.8747274, -104.694489 39.8746575, -104.6945471 39.8745714)",taxiway,,,,FAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,161767513,way,39.87655223320316,-104.68532313806936,"LINESTRING (-104.6858928 39.876602, -104.685859 39.8765795, -104.6858154 39.8765458, -104.6857548 39.8765067, -104.6856999 39.8764786, -104.6856383 39.8764572, -104.6855729 39.8764431, -104.6854627 39.8764321, -104.6853843 39.8764328, -104.6853015 39.876445, -104.6852043 39.8764742, -104.6851138 39.8765207, -104.6850546 39.8765613, -104.6849892 39.8766256, -104.6849425 39.8767024, -104.6849165 39.8767781, -104.6849064 39.8768975)",taxiway,,,F6,FAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,161767514,way,39.87513974046877,-104.6850973842511,"LINESTRING (-104.684898 39.8752549, -104.6849023 39.8752756, -104.6849153 39.8753155, -104.684924 39.8753686, -104.6849354 39.8753309, -104.6849375 39.8753132, -104.684958 39.8752607, -104.6849845 39.8752182, -104.6850038 39.8751853, -104.6850517 39.875118, -104.6851141 39.8750666, -104.6851954 39.875023, -104.6852697 39.8750014, -104.6853554 39.8749774, -104.6854288 39.8749674)",taxiway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,161767515,way,39.873638426026034,-104.69473303287137,"LINESTRING (-104.6953476 39.873517, -104.6952976 39.8735798, -104.6952347 39.8736351, -104.695148 39.8736845, -104.6950489 39.8737246, -104.6949469 39.8737468, -104.6948389 39.8737571, -104.694718 39.8737541, -104.6946167 39.8737333, -104.6945174 39.8736969, -104.694436 39.8736534, -104.69436 39.8735941, -104.6943053 39.8735336, -104.6942649 39.873467, -104.6942409 39.8733985, -104.6942233 39.8733113)",taxiway,,,D6,FAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,161767519,way,39.87508363316963,-104.68469292667093,"LINESTRING (-104.6849248 39.8753028, -104.684898 39.8752549, -104.6848609 39.8752028, -104.6848085 39.8751364, -104.6847134 39.8750561, -104.6846288 39.8750114, -104.6845417 39.874984, -104.6843981 39.8749603)",taxiway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,161767520,way,39.874834024148925,-104.68469546892683,"LINESTRING (-104.6843669 39.8749601, -104.6843981 39.8749603, -104.6844996 39.8749498, -104.6846128 39.8749188, -104.6847222 39.8748666, -104.6848086 39.8747947, -104.6848703 39.8747274, -104.6849031 39.8746693, -104.684941 39.8745852)",taxiway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,173715914,way,39.85452109831162,-104.68301806501609,"POLYGON ((-104.6836278 39.8532763, -104.6837793 39.8534005, -104.683896 39.854158, -104.6838902 39.8546547, -104.6838869 39.8549417, -104.6837793 39.8555555, -104.6837684 39.855603, -104.6837499 39.8556566, -104.6837078 39.8557097, -104.683634 39.8557612, -104.6835555 39.8557915, -104.683469 39.855802, -104.6825594 39.8557941, -104.6824825 39.8557825, -104.682406 39.8557525, -104.682342 39.8557188, -104.6822867 39.8556729, -104.6822525 39.8556285, -104.6822311 39.855581, -104.6822 39.8553276, -104.6821962 39.8552966, -104.682154 39.8549511, -104.6821441 39.8548708, -104.6821351 39.8547961, -104.6821367 39.8547329, -104.6821405 39.8545563, -104.6821507 39.8541817, -104.6821539 39.8541552, -104.6821654 39.854078, -104.682216 39.8537383, -104.6822212 39.8537036, -104.6822255 39.8536778, -104.6822695 39.853439, -104.6823414 39.8533169, -104.6825243 39.8532329, -104.6835009 39.8532436, -104.6836278 39.8532763))",apron,,,"De-Ice ""A"" Pad",,"De-Ice ""A"" Pad",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
